,nr,pytanie_po_polsku,pytanie_bez_mcq,pytanie_po_angielsku,odpowiedź,A,B,C,D,E,tags,marked,baza_pytań,część,dziedzina,tematy,,ID
,31,,"Czy lekarz zatrudniony w więzieniu może, zgodnie z zasadami wyrażonymi w Deklaracji Tokijskiej WMA (Tajwan, październik 2016), prowadzić sztuczne karmienie kompetentnego więźnia, który prowadzi strajk głodowy i jest świadomy konsekwencji zdrowotnych odmowy przyjmowania posiłków?",,,"tak, gdyż na służbie więziennej spoczywa obowiązek ochrony zdrowia i życia osób osadzonych w areszcie.","tak, gdyż skazanemu nie wolno odmawiać przyjmowania posiłków w celu wymuszenia określonej decyzji lub postępowania.","nie, gdyż sztuczne karmienie więźnia przy braku wskazań medycznych byłoby nieludzkie i poniżające.","tak, gdyż Deklaracja Tokijska WMA dopuszcza zastosowanie interwencji medycznej jeśli jest to konieczne do odbycia kary pozbawienia wolności przez skazanego.","nie, gdyż przymusowe sztuczne karmienie nie jest formą leczenia więźnia.", bioetyka_i_prawo_medyczne,,CEM,część_2,bioetyka_i_prawo_medyczne,,bioetyka_i_prawo_medyczne,
,32,,"29-letnia matka została przyjęta do szpitala z objawami bólów brzucha, utraty wagi, osłabienia i swędzenia kostek. W wyniku badań okazało się, że cierpi ona na zaawansowane stadium raka jajnika z rozległymi przerzutami do innych narządów. Jej stan uznano za zbyt poważny, by można go było wyeliminować operacyjnie. Wedle oceny lekarzy, pacjentce zostało co najwyżej kilka miesięcy życia. Wbrew wyraźnej prośbie kobiety, która chciała, aby powiedzieć jej dokładnie, jaki jest jej stan, lekarz mówi pacjentce, jak i jej mężowi, że wciąż nie ma jednoznacznej diagnozy, w związku z czym wypisze ją ze szpitala i zaleci co tygodniowe badania. Czy jego postępowanie jest zgodne z zasadami, dotyczącymi obowiązku informacyjnego, wyrażonymi w KEL i ustawie o zawodach lekarza i lekarza dentysty?",,,"tak, jeśli rokowanie jest niepomyślne i przemawia za tym dobro pacjenta, oba dokumenty pozwalają lekarzowi na zatajenie informacji o rozpoznaniu i rokowaniu.","nie, gdyż w wyjątkowej sytuacji i ze względu na dobro pacjenta prawo zezwala na ograniczenie informacji udzielanej pacjentowi, a nie na wprowadzanie go w błąd.","nie, KEL oraz u.o.z.l.l.d wskazują, iż w zakresie rozpoznania lekarz jest zobowiązany do przekazania pełnej informacji pacjentowi lub jego przedstawicielowi ustawowemu.","tak, gdyż oba dokumenty pozwalają lekarzowi na zatajenie informacji o rozpoznaniu, jeśli jest on przekonany, że taka informacja zniechęci pacjenta do dalszego leczenia.","nie, gdyż oba dokumenty zwalniają lekarza z obowiązku informacyjnego tylko na żądanie pacjenta.", bioetyka_i_prawo_medyczne,,CEM,część_2,bioetyka_i_prawo_medyczne,,bioetyka_i_prawo_medyczne,
,33,,"Czy etyczne jest zapraszanie pacjenta do badania nowego leku, jeżeli dotychczasowe leczenie choroby, na którą cierpi, jest w pewnym, aczkolwiek niewystarczającym stopniu skuteczne?",,,"tak, jeśli ryzyko nie przekroczy w istotnym stopniu ryzyka, jakie wiąże się dla pacjenta z leczeniem standardowym.","nie, gdyż zaburzona zostanie relacja ryzyka do korzyści.","tak, jeśli ryzyko jest proporcjonalne do wartości naukowej i społecznej badania.","nie, ponieważ pacjent jest w stosunku zależności od lekarza, od którego ma prawo oczekiwać leczenia.","tak, jeśli ryzyko jest minimalne.", bioetyka_i_prawo_medyczne,,CEM,część_2,bioetyka_i_prawo_medyczne,,bioetyka_i_prawo_medyczne,
,34,,Czy etyczne jest zapraszanie poważnie chorego pacjenta wymagającego stałego leczenia do randomizowanego badania własności leczniczych nowego inhibitora konwertazy angiotensyny z zastosowaniem podwójnie ślepej próby z użyciem placebo?,,,"nie, gdyż w czasie udziału w badaniu pacjent może zostać pozbawiony korzyści leczenia inhibitorami o już uznanym działaniu.","tak, jeśli użycie placebo jest ważne dla wiarygodności wyniku i pacjent został poinformowany o użyciu placebo w badaniu.","tak, jeśli ryzyko jest proporcjonalne do wartości naukowej i społecznej badania.","nie, stosowanie placebo jest dozwolone tylko w badaniu leków na niegroźne schorzenia.","tak, ale pod warunkiem, że lekarz może podejmować decyzje kluczowe dla pacjentów.", bioetyka_i_prawo_medyczne,,CEM,część_2,bioetyka_i_prawo_medyczne,,bioetyka_i_prawo_medyczne,
,1,,"Od orzeczenia lekarza orzecznika, ZUS o niezdolności do pracy, osobie zainteresowanej przysługuje sprzeciw, który wnosi się:",,,bezpośrednio do komisji lekarskiej.,do komisji lekarskiej za pośrednictwem jednostki organizacyjnej ZUS.,bezpośrednio do Prezesa ZUS.,do Prezesa ZUS za pośrednictwem jednostki organizacyjnej ZUS.,do komisji lekarskiej za pośrednictwem Prezesa ZUS., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,2,,Świadczeniem pieniężnym z ubezpieczenia społecznego w razie choroby i macierzyństwa nie jest:,,,zasiłek opiekuńczy.,świadczenie rehabilitacyjne.,zasiłek pielęgnacyjny.,zasiłek wyrównawczy.,zasiłek chorobowy., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,3,,"W sytuacji, gdy osobista opieka sprawowana jest nad chorym dzieckiem legitymującym się orzeczeniem o znacznym stopniu niepełnosprawności, zasiłek opiekuńczy przysługuje na okres:",,,nie dłuższy niż 14 dni w roku kalendarzowym.,nie dłuższy niż 30 dni w roku kalendarzowym.,nie dłuższy niż 60 dni w roku kalendarzowym.,dłuższy niż 30 dni w roku kalendarzowym.,dłuższy niż 60 dni w roku kalendarzowym., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,4,,"Rada Ubezpieczenia Społecznego Rolników zwana „Radą Rolników”, reprezentująca interesy ogółu ubezpieczonych i świadczeniobiorców, dotyczące ubezpieczenia i działalności Kasy Rolniczego Ubezpieczenia Społecznego, powoływana jest przez ministra właściwego do spraw rozwoju wsi w liczbie:",,,3 członków.,5 członków.,15 członków.,20 członków.,25 członków., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,5,,Badania profilaktyczne pracowników przy pracy związanej z posługiwaniem się bronią palną w przypadku pracowników po 60 roku życia przeprowadza się co:,,,6-12 miesięcy.,1-2 lata.,30 miesięcy.,2-4 lata.,5 lat., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,6,,"Odmowa przyznania świadczeń z ubezpieczenia wypadkowego, ze względu na nieprzedstawienie protokołu powypadkowego lub karty wypadku, na podstawie ustawy o ubezpieczeniu społecznym z tytułu wypadków przy pracy i chorób zawodowych z 30.10.2002 r., następuje w drodze:",,,postanowienia Zakładu Ubezpieczeń Społecznych.,decyzji Zakładu Ubezpieczeń Społecznych.,postanowienia Prezesa Zakładu Ubezpieczeń Społecznych.,decyzji Prezesa Zakładu Ubezpieczeń Społecznych.,orzeczenia lekarza orzecznika Zakładu Ubezpieczeń Społecznych., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,7,,"Na podstawie ustawy o ubezpieczeniu społecznym z tytułu wypadków przy pracy i chorób zawodowych z 30.10.2002 r., za zbiorowy wypadek przy pracy uważa się wypadek, któremu w wyniku tego samego zdarzenia uległy co najmniej:",,,2 osoby.,3 osoby.,4 osoby.,5 osób.,10 osób., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,8,,Lekarz orzecznik ZUS wydaje orzeczenie o stałym lub długotrwałym uszczerbku na zdrowiu. Orzeczenie zawiera następujące elementy:,,,procentowe ustalenie stopnia stałego lub długotrwałego uszczerbku na zdrowiu i numer pozycji w ocenie procentowej.,"opis naruszenia sprawności organizmu ze wskazaniem rodzaju uszkodzenia organu, narządu lub układu i numer pozycji w ocenie procentowej.","opis rodzaju uszkodzenia organu, narządu lub układu ze wskazaniem, czy doszło do uszkodzeń wielomiejscowych i numer pozycji w ocenie procentowej.",opis naruszenia sprawności organizmu oraz procentowe ustalenie stopnia stałego lub długotrwałego uszczerbku na zdrowiu i numer pozycji w ocenie procentowej.,"opis uszkodzenia organu, narządu lub układu, procentowe ustalenie stopnia stałego lub długotrwałego uszczerbku na zdrowiu, opinię lekarza konsultanta.", orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,9,,Drugą (II) grupę inwalidztwa funkcjonariuszy Policji ustala się funkcjonariuszom:,,,"częściowo niezdolnym do służby, którzy są częściowo niezdolni do pracy.","częściowo niezdolnym do służby, którzy są całkowicie niezdolni do pracy.","całkowicie niezdolnym do służby, którzy są częściowo niezdolni do pracy.","całkowicie niezdolnym do służby, którzy są zdolni do pracy.","całkowicie niezdolnym do służby, którzy są całkowicie niezdolni do pracy.", orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,10,,"Zgodnie z ustawą z 27 sierpnia 1997 r. o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych, nadzór nad orzekaniem o niepełnosprawności i o stopniu niepełnosprawności sprawuje:",,,wojewoda.,starosta.,wojewódzki sąd administracyjny.,minister właściwy do spraw zabezpieczenia społecznego.,pełnomocnik Rządu do Spraw Osób Niepełnosprawnych., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,11,,"Lekarzy, będących tzw. stałymi biegłymi sądowymi, podlegających wpisowi na listę biegłych sądowych na okres 5 lat ustanawia:",,,prezes sądu rejonowego.,prezes sądu okręgowego.,prezes sądu apelacyjnego.,właściwa okręgowa izba lekarska.,naczelna Izba Lekarska., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,12,,Pierwszą (I) grupę inwalidztwa żołnierzy ustala się żołnierzom:,,,"całkowicie niezdolnym do służby, którzy są całkowicie niezdolni do pracy.","częściowo niezdolnym do służby, którzy są całkowicie niezdolni do pracy.","całkowicie niezdolnym do służby, którzy są częściowo niezdolni do pracy.","częściowo niezdolnym do służby, którzy są całkowicie niezdolni do pracy.","całkowicie niezdolnym do służby, którzy są zdolni do pracy.", orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,13,,Okresy składkowe i nieskładkowe są uwzględniane przy ustalaniu prawa do emerytury i renty oraz obliczaniu jej wysokości. Zgodnie z ustawą z 17 grudnia 1998 r. o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych do okresów nieskładkowych zalicza się okresy:,,,pobierania zasiłku przedemerytalnego i świadczenia przedemerytalnego.,pobierania zasiłku macierzyńskiego.,czynnej służby wojskowej w Wojsku Polskim.,osadzenia w więzieniach na terytorium Polski na mocy skazania lub bez skazania po 31.12.1955 r. za działalność polityczną.,pełnionej w Polsce służby w Biurze Ochrony Rządu., orzecznictwo,,CEM,część_2,orzecznictwo,,orzecznictwo,
,1,,"Osoby uprawnione do bezpłatnych świadczeń zdrowotnych, bez względu na ubezpieczenie zdrowotne to np.:",,,dzieci i młodzież do 25 r. ż.,osoby po 75 r. ż.,uzależnieni od alkoholu w zakresie leczenia odwykowego.,zasłużeni Dawcy Przeszczepu.,działacze opozycji antykomunistycznej., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,2,,Zgodnie z koncepcją pól Lalonde’a najmniejszy wpływ na zdrowie i chorobę mają czynniki związane:,,,"ze środowiskiem, np. czynniki chemiczne, fizyczne.",z dziedziczeniem.,z organizacją i funkcjonowaniem systemu opieki zdrowotnej.,ze stylem życia.,z zamożnością., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,3,,Model ochrony zdrowia oparty na powszechnych ubezpieczeniach zdrowotnych to model:,,,rezydualny dominujący w Belgii i Francji.,Beveridge’a dominujący w Polsce i Niemczech.,biurokratyczny dominujący w Wielkiej Brytanii i Norwegii.,Bismarcka dominujący w Kanadzie i USA.,Bismarcka dominujący w Polsce i Austrii., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,4,,Test Fagerstroma służy:,,,ocenie stopnia uzależnienia od nikotyny.,ocenie stopnia uzależnienia od alkoholu.,ocenie stopnia narażenia na gruźlicę.,wykrywaniu cukrzycy typu II.,wykrywaniu hiperlipidemii., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,5,,"Kobieta, 50-letnia pacjentka, która nie brała udziału od 10 lat w żadnym programie profilaktycznym, w wywiadzie bez behawioralnych czynników ryzyka oraz bez niepokojących objawów. Według Narodowego Programu Zwalczania Chorób Nowotworowych, należy zalecić jej populacyjne badania przesiewowe w kierunku wykrywania:",,,"raka płuc, żołądka.","raka szyjki macicy, piersi i jelita grubego.",raka krtani i pęcherza moczowego.,"raka płuc, piersi i głowy i szyi.","tego typu raka, który wystąpił w rodzinie.", zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,6,,Wśród funkcji zdrowia publicznego na rzecz ogółu ludności znajdują się:,,,"profilaktyka indywidualna, organizacja służb zapobiegawczych, np. szczepienia ochronne.","podstawowa opieka zdrowotna, pomoc medyczna dla bezdomnych i innych osób pozbawionych dostępu do świadczeń zdrowotnych.","profilaktyka i leczenie chorób o znaczeniu społecznym: AIDS, choroby zakaźne łącznie z gruźlicą, choroby psychiczne, uzależnienia, wybrane choroby cywilizacyjne (np. cukrzyca).",organizacja czynnego poradnictwa dla grup wysokiego ryzyka zachorowania.,monitoring stanu zdrowia populacji., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,7,,"90% czułości i 80% swoistości testu diagnostycznego w badaniach przesiewowych oznacza, że:",,,10% osób zdrowych dostanie ujemny wynik testu i 20% osób chorych dostatnie dodatni wynik testu.,10% osób chorych dostanie ujemny wynik testu i 20% osób zdrowych dostanie dodatni wynik testu.,90% osób chorych dostanie ujemny wynik testu i 80% osób zdrowych dostanie dodatni wynik testu.,90% osób zdrowych dostanie ujemny wynik testu i 80% osób chorych dostanie dodatni wynik testu.,10% osób będzie miało pogłębioną diagnostykę w związku z dodatnim wynikiem testu i 20% będzie skierowanych na reskrining., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,8,,Do negatywnych mierników stanu zdrowia populacji zaliczyć można:,,,przeciętne dalsze trwanie życia.,chorobowość.,jakość życia.,pośrednie – dotyczące stanu środowiska przyrodniczego.,satysfakcji z życia., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,9,,"W epidemiologicznych badaniach analitycznych badacz może posłużyć się metodą retrospektywną. Można o niej powiedzieć, że:",,,jest to metoda kosztochłonna i czasochłonna.,zaczyna się od osób zdrowych podzielonych na grupy według różnego narażenia.,jest nieprzydatna do badania chorób o niskiej zapadalności.,rozpoczyna się od grupy przypadków chorych i szukania czynników przyczynowych.,daje możliwości ingerencji w proces badawczy i najbardziej wiarygodne wyniki., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,10,,Według ustawy z dnia 5 grudnia 2008 r. o zapobieganiu oraz zwalczaniu zakażeń i chorób zakaźnych u ludzi obowiązkowemu leczeniu podlegają osoby: 1) chore na rzeżączkę; 2) chore na gruźlicę płuc; 3) podejrzane o zachorowanie na cholerę; 4) podejrzane o zachorowanie na krztusiec; 5) chore na czerwonkę. Prawidłowa odpowiedź to:,,,"1,2.","3,4.","3,5.","2,3.","4,5.", zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,11,,Wskaźnik DALY – jako ważne kryterium w polityce zdrowotnej stosowane do określania stanu zdrowia społeczeństwa to:,,,"oczekiwana długość życia w zdrowiu, oznacza liczbę lat przeżywanych w pełnym zdrowiu.",wskaźnik jakości życia związanej ze zdrowiem i chorobą - pozwala zrozumieć jak choroba wpływa na funkcjonowanie pacjenta oraz jak oddziałuje na niego zastosowana terapia.,utracona długość życia wskutek przedwczesnej śmierci bądź uszczerbku na zdrowiu w wyniku urazu lub choroby.,"wskaźnik lat zdrowego życia, w którym mamy pełną efektywność działań oraz jesteśmy maksymalnie produktywni.",lata życia skorygowane jakością – łączy w jednej wartości umieralność i jakość życia., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,12,,Profilaktyczne badania pracowników zapewnia i finansuje:,,,Narodowy Fundusz Zdrowia.,pracodawca.,Wojewódzki Inspektorat Pracy.,Wojewódzki Inspektorat Sanitarny.,jednostka samorządu terytorialnego., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,13,,Do działań z zakresu profilaktyki II fazy zalicza się:,,,szczepienia ochronne.,"działania z zakresu rehabilitacji, mające na celu prewencję powikłań pochorobowych.","stosowanie osobistych ochron, np. słuchu na stanowisku pracy, gdzie występuje narażenie na hałas.",czynne poradnictwo w medycynie pracy.,propagowanie zdrowego stylu życia., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,14,,„Proces umożliwiający ludziom kontrolę nad własnym zdrowiem i jego poprawę” – to definicja zawarta w Karcie Ottawskiej odnosząca się do:,,,prewencji chorób.,polityki zdrowotnej.,edukacji zdrowotnej.,medycyny naprawczej.,promocji zdrowia., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,15,,"Współczynnik umieralności niemowląt:
1) to liczba zgonów w 1. tygodniu życia noworodka do liczby urodzeń żywych i martwych;
2) to liczba zgonów niemowląt w ciągu roku w stosunku do liczby ludności;
3) to liczba zgonów niemowląt w stosunku do liczby urodzeń żywych w danym roku;
4) zmalał prawie 5-krotnie w Polsce porównując obecną wielkość współczynnika do jego wielkości w latach 90-tych;
5) jest uznany na świecie jako jeden z ważniejszych wskaźników postępu cywilizacyjnego;
6) jest w Polsce na podobnym poziomie (jego wielkość jest niezmienna) od dwóch dekad; Prawidłowa odpowiedź to:",,,"3,4,5.","1,5,6.","2,4.","3,6.","2,5,6.", zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,16,,"Proces, w którym ludzie uczą się dbać o zdrowie własne i społeczności, w której żyją określany jest mianem:",,,wsparcia społecznego.,kompetencji zdrowotnych.,edukacji zdrowotnej.,zdrowia publicznego.,promocji zdrowia., zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
,17,,W modelu uwarunkowań zdrowia autorstwa Dahlgrena i Whitehead (modelu tęczowym; środowiskowo-społecznym) największy wpływ na stan zdrowia wywierają:,,,"wiedza, postawa i zachowanie związane z indywidualnym stylem życia.",więzy i sieci wsparcia w społecznościach.,"ogólne warunki kulturowe, społeczno-ekonomiczne i polityczne.",warunki bytowe i związane z pracą zawodową.,"wiek, płeć i inne czynniki biologiczne.", zdrowie_publiczne,,CEM,część_2,zdrowie_publiczne,,zdrowie_publiczne,
